#name:San Diego run with Jeff #2
#date:2018-01-11
#time:15-03-48
Elevation,Latitude,Longitude,Timestamp
2.9,32.706079,-117.168286,2018-01-11 15:13:05
3.0,32.705956,-117.16809,2018-01-11 15:13:11
3.0,32.705899,-117.167956,2018-01-11 15:13:15
3.0,32.705854,-117.167736,2018-01-11 15:13:21
2.8,32.705901,-117.167505,2018-01-11 15:13:28
2.9,32.706071,-117.167422,2018-01-11 15:13:34
3.0,32.706264,-117.167476,2018-01-11 15:13:40
2.8,32.706405,-117.167638,2018-01-11 15:13:46
2.9,32.706486,-117.167851,2018-01-11 15:13:52
3.0,32.706557,-117.168074,2018-01-11 15:13:58
3.0,32.706691,-117.168259,2018-01-11 15:14:04
3.0,32.706866,-117.168398,2018-01-11 15:14:10
3.0,32.706892,-117.168422,2018-01-11 15:14:11
2.9,32.707036,-117.168596,2018-01-11 15:14:17
2.8,32.707168,-117.168775,2018-01-11 15:14:23
2.7,32.707299,-117.168946,2018-01-11 15:14:29
2.7,32.707428,-117.169124,2018-01-11 15:14:35
2.7,32.707592,-117.169275,2018-01-11 15:14:41
2.7,32.707791,-117.169284,2018-01-11 15:14:47
2.8,32.707891,-117.169283,2018-01-11 15:14:50
2.8,32.707925,-117.169284,2018-01-11 15:14:51
2.8,32.707958,-117.169286,2018-01-11 15:14:52
3.0,32.708153,-117.169279,2018-01-11 15:14:58
3.0,32.708341,-117.169288,2018-01-11 15:15:04
3.0,32.708529,-117.169256,2018-01-11 15:15:10
2.9,32.708549,-117.169045,2018-01-11 15:15:15
3.0,32.708554,-117.16879,2018-01-11 15:15:21
3.0,32.708563,-117.168546,2018-01-11 15:15:27
3.1,32.708551,-117.168296,2018-01-11 15:15:33
3.0,32.708532,-117.168077,2018-01-11 15:15:38
3.0,32.708537,-117.167831,2018-01-11 15:15:44
2.5,32.708542,-117.167578,2018-01-11 15:15:50
2.8,32.708528,-117.167328,2018-01-11 15:15:56
3.0,32.708421,-117.16712,2018-01-11 15:16:02
2.9,32.708299,-117.166943,2018-01-11 15:16:08
2.5,32.708173,-117.166772,2018-01-11 15:16:14
2.0,32.708036,-117.166586,2018-01-11 15:16:20
1.9,32.707922,-117.166395,2018-01-11 15:16:26
1.9,32.707827,-117.166211,2018-01-11 15:16:32
1.9,32.707708,-117.166032,2018-01-11 15:16:38
2.2,32.70757,-117.165858,2018-01-11 15:16:45
2.6,32.707459,-117.165666,2018-01-11 15:16:51
2.9,32.707362,-117.165469,2018-01-11 15:16:57
3.1,32.70725,-117.16528,2018-01-11 15:17:03
3.3,32.707114,-117.16509,2018-01-11 15:17:09
3.6,32.706989,-117.164932,2018-01-11 15:17:14
3.6,32.706847,-117.16475,2018-01-11 15:17:20
3.4,32.706705,-117.164566,2018-01-11 15:17:26
3.2,32.706568,-117.164387,2018-01-11 15:17:32
3.3,32.706422,-117.164215,2018-01-11 15:17:38
2.7,32.706289,-117.164026,2018-01-11 15:17:44
2.6,32.706161,-117.163842,2018-01-11 15:17:50
3.0,32.706034,-117.163651,2018-01-11 15:17:56
3.0,32.705884,-117.163479,2018-01-11 15:18:02
3.0,32.70582,-117.163466,2018-01-11 15:18:04
3.0,32.705638,-117.163518,2018-01-11 15:18:09
3.0,32.705478,-117.16367,2018-01-11 15:18:15
2.8,32.705337,-117.163811,2018-01-11 15:18:21
2.9,32.705195,-117.163949,2018-01-11 15:18:27
3.2,32.70505,-117.164089,2018-01-11 15:18:33
3.2,32.704891,-117.164243,2018-01-11 15:18:39
3.2,32.704738,-117.164393,2018-01-11 15:18:45
3.5,32.704591,-117.164553,2018-01-11 15:18:51
3.8,32.704463,-117.164717,2018-01-11 15:18:57
4.1,32.704491,-117.164943,2018-01-11 15:19:03
4.5,32.704635,-117.165122,2018-01-11 15:19:09
4.5,32.704769,-117.165309,2018-01-11 15:19:15
4.5,32.70479,-117.165341,2018-01-11 15:19:16
4.5,32.704874,-117.165556,2018-01-11 15:19:22
4.7,32.704899,-117.165787,2018-01-11 15:19:28
4.9,32.704987,-117.165976,2018-01-11 15:19:34
4.9,32.704984,-117.166179,2018-01-11 15:19:40
4.7,32.704808,-117.166267,2018-01-11 15:19:46
4.2,32.704623,-117.166179,2018-01-11 15:19:52
3.8,32.704484,-117.166033,2018-01-11 15:19:58
3.8,32.704402,-117.165837,2018-01-11 15:20:04
4.2,32.70432,-117.165621,2018-01-11 15:20:10
4.2,32.704176,-117.165461,2018-01-11 15:20:16
4.2,32.704047,-117.165294,2018-01-11 15:20:22
4.1,32.703951,-117.165095,2018-01-11 15:20:28
4.1,32.703816,-117.164909,2018-01-11 15:20:35
3.9,32.703665,-117.164784,2018-01-11 15:20:42
3.5,32.703528,-117.164616,2018-01-11 15:20:49
3.3,32.703391,-117.164429,2018-01-11 15:20:56
3.0,32.703271,-117.164255,2018-01-11 15:21:02
2.9,32.703153,-117.16407,2018-01-11 15:21:08
2.8,32.703031,-117.163897,2018-01-11 15:21:14
